FileNumber,BeThickness,EffectiveLaserEnergy,GasPressure,AspectRatio,NozzleLength,TaperLength,TubeDiameter,Time,ElectronFluxLimiter,ShockLocation
21,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.34E-08,0.6,2631.316
22,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.35E-08,0.6,2647.324
23,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,0.000000024,0.6,2693.347
24,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.45E-08,0.6,2737.369
25,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,0.000000025,0.6,2783.392
26,1,21,2156.4,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.55E-08,0.6,2827.414
27,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,9.50E-09,0.6,1178.589
28,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.00000001,0.6,1234.617
29,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.05E-08,0.6,1290.645
30,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000011,0.6,1344.672
31,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.15E-08,0.6,1398.699
32,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000012,0.6,1452.726
33,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.25E-08,0.6,1504.752
34,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000013,0.6,1558.779
35,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.35E-08,0.6,1610.805
36,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000014,0.6,1660.83
37,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.45E-08,0.6,1712.856
38,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000015,0.6,1762.881
39,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.55E-08,0.6,1812.906
40,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000024,0.6,2605.303
41,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000016,0.6,1862.932
42,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.65E-08,0.6,1912.957
43,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000017,0.6,1958.979
44,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.75E-08,0.6,2007.004
45,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000018,0.6,2055.028
46,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.85E-08,0.6,2103.052
47,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000019,0.6,2149.074
48,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.95E-08,0.6,2197.099
49,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.00000002,0.6,2243.122
50,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.25E-08,0.6,2473.237
51,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000023,0.6,2517.259
52,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.35E-08,0.6,2559.28
53,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.45E-08,0.6,2649.325
54,2,21,2186.615873,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,0.000000025,0.6,2691.346
