FileNumber,BeThickness,LaserEnergy,GasPressure,AspectRatio,NozzleLength,TaperLength,TubeDiameter,Time,ElectronFluxLimiter,EnergyScaleFactor,ShockLocation
1866,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000007,0.079789473,0.952631576,1318.773
1867,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000008,0.079789473,0.952631576,1502.834
1868,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000009,0.079789473,0.952631576,1684.895
1869,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.00000001,0.079789473,0.952631576,1860.954
1870,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000011,0.079789473,0.952631576,2043.014
1871,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000012,0.079789473,0.952631576,2201.067
1872,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000013,0.079789473,0.952631576,2359.12
1873,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000014,0.079789473,0.952631576,2599.2
1874,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000015,0.079789473,0.952631576,2759.253
1875,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000016,0.079789473,0.952631576,2921.307
1876,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000017,0.079789473,0.952631576,3073.358
1877,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000018,0.079789473,0.952631576,3211.404
1878,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000019,0.079789473,0.952631576,3347.449
1879,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.00000002,0.079789473,0.952631576,3473.491
1880,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000021,0.079789473,0.952631576,3601.534
1881,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000022,0.079789473,0.952631576,3719.573
1882,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000023,0.079789473,0.952631576,3855.619
1883,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000024,0.079789473,0.952631576,3987.663
1884,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000025,0.079789473,0.952631576,4129.71
1885,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000026,0.079789473,0.952631576,4267.756
1886,92,18.50526316,3948.947368,1.179301052,1,500,500,575,0.000000027,0.079789473,0.952631576,4399.8
1076,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000007,0.067789473,0.761052629,1176.726
1077,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000008,0.067789473,0.761052629,1344.782
1078,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000009,0.067789473,0.761052629,1504.835
1079,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.00000001,0.067789473,0.761052629,1662.888
1080,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000011,0.067789473,0.761052629,1828.943
1081,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000012,0.067789473,0.761052629,1986.996
1082,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000013,0.067789473,0.761052629,2133.044
1083,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000014,0.067789473,0.761052629,2271.09
1084,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000015,0.067789473,0.761052629,2471.157
1085,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000016,0.067789473,0.761052629,2605.202
1086,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000017,0.067789473,0.761052629,2731.244
1087,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000018,0.067789473,0.761052629,2907.302
1088,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000019,0.067789473,0.761052629,3041.347
1089,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.00000002,0.067789473,0.761052629,3177.393
1090,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000021,0.067789473,0.761052629,3313.438
1091,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000022,0.067789473,0.761052629,3449.483
1092,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000023,0.067789473,0.761052629,3579.526
1093,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000024,0.067789473,0.761052629,3707.569
1094,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000025,0.067789473,0.761052629,3833.611
1095,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000026,0.067789473,0.761052629,3953.651
1096,55,18.54736844,3965.368423,1.101086316,1,500,500,575,0.000000027,0.067789473,0.761052629,4065.688
479,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000009,0.07031579,0.473684212,1112.556
480,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.00000001,0.07031579,0.473684212,1240.62
481,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000011,0.07031579,0.473684212,1354.677
482,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000012,0.07031579,0.473684212,1466.733
483,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000013,0.07031579,0.473684212,1578.789
484,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000014,0.07031579,0.473684212,1698.849
485,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000015,0.07031579,0.473684212,1812.906
486,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000016,0.07031579,0.473684212,1924.963
487,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000017,0.07031579,0.473684212,2023.011
488,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000018,0.07031579,0.473684212,2167.083
489,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000019,0.07031579,0.473684212,2271.135
490,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.00000002,0.07031579,0.473684212,2375.188
491,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000021,0.07031579,0.473684212,2479.24
492,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000022,0.07031579,0.473684212,2557.279
493,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000023,0.07031579,0.473684212,2667.334
494,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000024,0.07031579,0.473684212,2783.392
495,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000025,0.07031579,0.473684212,2903.452
496,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000026,0.07031579,0.473684212,3005.503
497,25,18.58947368,3694.421051,1.134762106,1,500,500,575,0.000000027,0.07031579,0.473684212,3101.551
830,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000007,0.078526316,0.746315788,1150.575
831,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000008,0.078526316,0.746315788,1312.656
832,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000009,0.078526316,0.746315788,1468.734
833,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.00000001,0.078526316,0.746315788,1622.811
834,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000011,0.078526316,0.746315788,1772.886
835,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000012,0.078526316,0.746315788,1922.961
836,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000013,0.078526316,0.746315788,2071.035
837,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000014,0.078526316,0.746315788,2205.103
838,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000015,0.078526316,0.746315788,2341.171
839,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000016,0.078526316,0.746315788,2555.278
840,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000017,0.078526316,0.746315788,2691.346
841,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000018,0.078526316,0.746315788,2823.412
842,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000019,0.078526316,0.746315788,2945.473
843,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.00000002,0.078526316,0.746315788,3055.528
844,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000021,0.078526316,0.746315788,3175.588
845,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000022,0.078526316,0.746315788,3291.646
846,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000023,0.078526316,0.746315788,3399.7
847,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000024,0.078526316,0.746315788,3501.751
848,43,18.63157896,3870.947368,1.193423158,1,500,500,575,0.000000025,0.078526316,0.746315788,3615.808
1200,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000007,0.064631579,0.790526318,1142.714
1201,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000008,0.064631579,0.790526318,1306.769
1202,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000009,0.064631579,0.790526318,1462.821
1203,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.00000001,0.064631579,0.790526318,1616.872
1204,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000011,0.064631579,0.790526318,1774.925
1205,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000012,0.064631579,0.790526318,1924.975
1206,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000013,0.064631579,0.790526318,2067.022
1207,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000014,0.064631579,0.790526318,2207.069
1208,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000015,0.064631579,0.790526318,2427.142
1209,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000016,0.064631579,0.790526318,2561.187
1210,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000017,0.064631579,0.790526318,2687.229
1211,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000018,0.064631579,0.790526318,2779.26
1212,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000019,0.064631579,0.790526318,2967.323
1213,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.00000002,0.064631579,0.790526318,3101.367
1214,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000021,0.064631579,0.790526318,3233.411
1215,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000022,0.064631579,0.790526318,3363.455
1216,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000023,0.064631579,0.790526318,3491.497
1217,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000024,0.064631579,0.790526318,3613.538
1218,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000025,0.064631579,0.790526318,3721.574
1219,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000026,0.064631579,0.790526318,3835.612
1220,61,18.6736842,3682.105265,1.178214737,1,500,500,575,0.000000027,0.064631579,0.790526318,3947.649
754,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000009,0.096210527,0.481052629,1116.558
755,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.00000001,0.096210527,0.481052629,1234.617
756,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000011,0.096210527,0.481052629,1344.672
757,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000012,0.096210527,0.481052629,1454.727
758,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000013,0.096210527,0.481052629,1568.784
759,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000014,0.096210527,0.481052629,1688.844
760,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000015,0.096210527,0.481052629,1802.901
761,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000016,0.096210527,0.481052629,1910.955
762,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000017,0.096210527,0.481052629,2039.02
763,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000018,0.096210527,0.481052629,2145.073
764,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000019,0.096210527,0.481052629,2249.125
765,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.00000002,0.096210527,0.481052629,2345.173
766,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000021,0.096210527,0.481052629,2437.219
767,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000022,0.096210527,0.481052629,2553.277
768,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000023,0.096210527,0.481052629,2653.327
769,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000024,0.096210527,0.481052629,2751.376
770,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000025,0.096210527,0.481052629,2851.426
771,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000026,0.096210527,0.481052629,2947.474
772,39,18.71578948,3632.842105,1.198854737,1,500,500,575,0.000000027,0.096210527,0.481052629,3043.522
1243,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000006,0.062736842,1.011578947,1138.713
1244,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000007,0.062736842,1.011578947,1334.778
1245,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000008,0.062736842,1.011578947,1514.838
1246,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000009,0.062736842,1.011578947,1696.899
1247,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.00000001,0.062736842,1.011578947,1876.959
1248,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000011,0.062736842,1.011578947,2051.017
1249,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000012,0.062736842,1.011578947,2265.088
1250,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000013,0.062736842,1.011578947,2395.132
1251,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000014,0.062736842,1.011578947,2519.173
1252,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000015,0.062736842,1.011578947,2669.223
1253,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000016,0.062736842,1.011578947,2961.32
1254,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000017,0.062736842,1.011578947,3107.369
1255,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000018,0.062736842,1.011578947,3255.418
1256,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000019,0.062736842,1.011578947,3265.422
1257,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.00000002,0.062736842,1.011578947,3379.46
1258,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000021,0.062736842,1.011578947,3519.506
1259,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000022,0.062736842,1.011578947,3633.544
1260,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000023,0.062736842,1.011578947,3805.602
1261,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000024,0.062736842,1.011578947,4109.703
1262,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000025,0.062736842,1.011578947,4233.745
1263,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000026,0.062736842,1.011578947,4323.774
1264,63,18.75789472,3731.368423,1.156488421,1,500,500,575,0.000000027,0.062736842,1.011578947,4403.801
162,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000007,0.066526316,0.621052629,1040.52
163,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000008,0.066526316,0.621052629,1178.589
164,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000009,0.066526316,0.621052629,1324.662
165,9,18.8,3805.263158,1.147797894,1,500,500,575,0.00000001,0.066526316,0.621052629,1462.731
166,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000011,0.066526316,0.621052629,1598.799
167,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000012,0.066526316,0.621052629,1736.868
168,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000013,0.066526316,0.621052629,1872.937
169,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000014,0.066526316,0.621052629,2003.001
170,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000015,0.066526316,0.621052629,2129.064
171,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000016,0.066526316,0.621052629,2255.127
172,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000017,0.066526316,0.621052629,2421.211
173,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000018,0.066526316,0.621052629,2535.268
174,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000019,0.066526316,0.621052629,2643.322
175,9,18.8,3805.263158,1.147797894,1,500,500,575,0.00000002,0.066526316,0.621052629,2747.374
176,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000021,0.066526316,0.621052629,2913.457
177,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000022,0.066526316,0.621052629,3035.518
178,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000023,0.066526316,0.621052629,3157.579
179,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000024,0.066526316,0.621052629,3277.639
180,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000025,0.066526316,0.621052629,3407.704
181,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000026,0.066526316,0.621052629,3529.765
182,9,18.8,3805.263158,1.147797894,1,500,500,575,0.000000027,0.066526316,0.621052629,3649.825
1115,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000006,0.065263158,0.982105265,1146.716
1116,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000007,0.065263158,0.982105265,1334.778
1117,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000008,0.065263158,0.982105265,1516.839
1118,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000009,0.065263158,0.982105265,1700.9
1119,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.00000001,0.065263158,0.982105265,1880.96
1120,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000011,0.065263158,0.982105265,2049.016
1121,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000012,0.065263158,0.982105265,2219.073
1122,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000013,0.065263158,0.982105265,2369.123
1123,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000014,0.065263158,0.982105265,2633.211
1124,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000015,0.065263158,0.982105265,2785.262
1125,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000016,0.065263158,0.982105265,2919.306
1126,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000017,0.065263158,0.982105265,3041.347
1127,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000018,0.065263158,0.982105265,3155.385
1128,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000019,0.065263158,0.982105265,3305.435
1129,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.00000002,0.065263158,0.982105265,3451.484
1130,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000021,0.065263158,0.982105265,3585.529
1131,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000022,0.065263158,0.982105265,3707.569
1132,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000023,0.065263158,0.982105265,3831.611
1133,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000024,0.065263158,0.982105265,3955.652
1134,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000025,0.065263158,0.982105265,4075.692
1135,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000026,0.065263158,0.982105265,4193.731
1136,57,18.84210528,3825.789474,1.123898948,1,500,500,575,0.000000027,0.065263158,0.982105265,4305.769
41,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000007,0.054526316,0.709473682,1076.538
42,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000008,0.054526316,0.709473682,1228.614
43,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000009,0.054526316,0.709473682,1380.69
44,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.00000001,0.054526316,0.709473682,1526.763
45,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000011,0.054526316,0.709473682,1690.845
46,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000012,0.054526316,0.709473682,1818.909
47,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000013,0.054526316,0.709473682,1958.979
48,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000014,0.054526316,0.709473682,2161.081
49,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000015,0.054526316,0.709473682,2221.111
50,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000016,0.054526316,0.709473682,2405.203
51,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000017,0.054526316,0.709473682,2511.256
52,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000018,0.054526316,0.709473682,2595.298
53,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000019,0.054526316,0.709473682,2797.399
54,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.00000002,0.054526316,0.709473682,2949.475
55,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000021,0.054526316,0.709473682,2991.496
56,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000022,0.054526316,0.709473682,3207.604
57,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000023,0.054526316,0.709473682,3329.665
58,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000024,0.054526316,0.709473682,3447.724
59,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000025,0.054526316,0.709473682,3425.713
60,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000026,0.054526316,0.709473682,3523.762
61,3,18.88421052,3780.631577,1.122812631,1,500,500,575,0.000000027,0.054526316,0.709473682,3561.781
969,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000006,0.041263158,0.945263159,1076.692
970,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000007,0.041263158,0.945263159,1258.753
971,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000008,0.041263158,0.945263159,1430.81
972,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000009,0.041263158,0.945263159,1598.866
973,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.00000001,0.041263158,0.945263159,1766.922
974,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000011,0.041263158,0.945263159,1936.979
975,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000012,0.041263158,0.945263159,2153.051
976,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000013,0.041263158,0.945263159,2315.105
977,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000014,0.041263158,0.945263159,2471.157
978,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000015,0.041263158,0.945263159,2631.21
979,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000016,0.041263158,0.945263159,2781.26
980,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000017,0.041263158,0.945263159,2921.307
981,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000018,0.041263158,0.945263159,3051.351
982,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000019,0.041263158,0.945263159,3177.393
983,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.00000002,0.041263158,0.945263159,3301.434
984,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000021,0.041263158,0.945263159,3415.472
985,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000022,0.041263158,0.945263159,3529.51
986,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000023,0.041263158,0.945263159,3647.549
987,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000024,0.041263158,0.945263159,3769.59
988,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000025,0.041263158,0.945263159,3869.623
989,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000026,0.041263158,0.945263159,4095.698
990,50,18.9263158,3686.210526,1.129330527,1,500,500,575,0.000000027,0.041263158,0.945263159,4217.739
1503,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000007,0.089894737,0.783157894,1156.719
1504,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000008,0.089894737,0.783157894,1320.774
1505,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000009,0.089894737,0.783157894,1478.826
1506,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.00000001,0.089894737,0.783157894,1634.878
1507,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000011,0.089894737,0.783157894,1796.932
1508,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000013,0.089894737,0.783157894,2091.03
1509,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000014,0.089894737,0.783157894,2227.076
1510,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000015,0.089894737,0.783157894,2353.118
1511,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000016,0.089894737,0.783157894,2489.163
1512,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000017,0.089894737,0.783157894,2725.242
1513,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000018,0.089894737,0.783157894,2855.285
1514,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000019,0.089894737,0.783157894,3007.336
1515,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.00000002,0.089894737,0.783157894,3151.384
1516,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000021,0.089894737,0.783157894,3137.379
1517,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000022,0.089894737,0.783157894,3411.47
1518,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000023,0.089894737,0.783157894,3535.512
1519,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000024,0.089894737,0.783157894,3661.554
1520,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000025,0.089894737,0.783157894,3781.594
1521,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000026,0.089894737,0.783157894,3891.63
1522,75,18.96842104,3735.473684,1.121726316,1,500,500,575,0.000000027,0.089894737,0.783157894,3997.666
1586,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000006,0.072842105,0.893684212,1106.702
1587,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000007,0.072842105,0.893684212,1288.763
1588,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000008,0.072842105,0.893684212,1466.822
1589,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000009,0.072842105,0.893684212,1642.881
1590,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.00000001,0.072842105,0.893684212,1816.939
1591,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000011,0.072842105,0.893684212,1996.999
1592,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000012,0.072842105,0.893684212,2161.054
1593,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000013,0.072842105,0.893684212,2311.104
1594,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000014,0.072842105,0.893684212,2489.163
1595,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000015,0.072842105,0.893684212,2709.236
1596,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000016,0.072842105,0.893684212,2871.291
1597,79,19.01052632,3985.894735,1.119553684,1,500,500,575,0.000000017,0.072842105,0.893684212,3027.342
