FileNumber,BeThickness,LaserEnergy,GasPressure,AspectRatio,NozzleLength,TaperLength,TubeDiameter,Time,ElectronFluxLimiter,EnergyScaleFactor,ShockLocation
956,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000014,0.048210527,0.974736841,2501.167
957,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000015,0.048210527,0.974736841,2665.222
958,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000016,0.048210527,0.974736841,2823.274
959,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000017,0.048210527,0.974736841,2971.324
960,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000018,0.048210527,0.974736841,3109.37
961,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000019,0.048210527,0.974736841,3247.416
962,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.00000002,0.048210527,0.974736841,3371.457
963,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000021,0.048210527,0.974736841,3489.497
964,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000022,0.048210527,0.974736841,3603.535
965,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000023,0.048210527,0.974736841,3709.57
966,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000024,0.048210527,0.974736841,3825.608
967,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000025,0.048210527,0.974736841,3945.648
968,49,19.89473684,3784.736842,1.127157894,1,500,500,575,0.000000026,0.048210527,0.974736841,4065.688
518,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000009,0.097473684,0.451578948,1048.524
519,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.00000001,0.097473684,0.451578948,1150.575
520,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000011,0.097473684,0.451578948,1260.63
521,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000012,0.097473684,0.451578948,1366.683
522,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000013,0.097473684,0.451578948,1468.734
523,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000014,0.097473684,0.451578948,1574.787
524,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000015,0.097473684,0.451578948,1684.842
525,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000016,0.097473684,0.451578948,1788.894
526,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000017,0.097473684,0.451578948,1890.945
527,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000018,0.097473684,0.451578948,1988.995
528,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000019,0.097473684,0.451578948,2085.042
529,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.00000002,0.097473684,0.451578948,2177.089
530,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000021,0.097473684,0.451578948,2265.133
531,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000022,0.097473684,0.451578948,2393.197
532,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000023,0.097473684,0.451578948,2483.242
533,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000024,0.097473684,0.451578948,2575.288
534,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000025,0.097473684,0.451578948,2667.334
535,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000026,0.097473684,0.451578948,2757.379
536,27,19.93684212,3739.578949,1.14128,1,500,500,575,0.000000027,0.097473684,0.451578948,2845.423
1630,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000006,0.077894737,1.092631576,1136.712
1631,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000007,0.077894737,1.092631576,1328.776
1632,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000008,0.077894737,1.092631576,1516.839
1633,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000009,0.077894737,1.092631576,1702.901
1634,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.00000001,0.077894737,1.092631576,1882.961
1635,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000011,0.077894737,1.092631576,2063.021
1636,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000012,0.077894737,1.092631576,2285.095
1637,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000013,0.077894737,1.092631576,2447.149
1638,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000014,0.077894737,1.092631576,2595.198
1639,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000015,0.077894737,1.092631576,2739.246
1640,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000016,0.077894737,1.092631576,2959.32
1641,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000017,0.077894737,1.092631576,3111.371
1642,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000018,0.077894737,1.092631576,3257.419
1643,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000019,0.077894737,1.092631576,3399.466
1644,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.00000002,0.077894737,1.092631576,3537.512
1645,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000021,0.077894737,1.092631576,3665.555
1646,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000022,0.077894737,1.092631576,3797.599
1647,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000023,0.077894737,1.092631576,3927.643
1648,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000024,0.077894737,1.092631576,4047.683
1649,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000025,0.077894737,1.092631576,4169.723
1650,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000026,0.077894737,1.092631576,4301.768
1651,81,19.97894736,3797.052632,1.114122106,1,500,500,575,0.000000027,0.077894737,1.092631576,4433.812
1931,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000006,0.1,0.915789477,1042.681
1932,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000007,0.1,0.915789477,1214.738
1933,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000008,0.1,0.915789477,1386.796
1934,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000009,0.1,0.915789477,1552.851
1935,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.00000001,0.1,0.915789477,1718.906
1936,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000011,0.1,0.915789477,1890.964
1937,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000012,0.1,0.915789477,2047.016
1938,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000013,0.1,0.915789477,2201.067
1939,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000014,0.1,0.915789477,2349.116
1940,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000015,0.1,0.915789477,2561.187
1941,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000016,0.1,0.915789477,2681.227
1942,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000017,0.1,0.915789477,2797.266
1943,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000018,0.1,0.915789477,2935.312
1944,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000019,0.1,0.915789477,3071.357
1945,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.00000002,0.1,0.915789477,3217.406
1946,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000021,0.1,0.915789477,3425.475
1947,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000022,0.1,0.915789477,3421.474
1948,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000023,0.1,0.915789477,3693.564
1949,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000024,0.1,0.915789477,3821.607
1950,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000025,0.1,0.915789477,3945.648
1951,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000026,0.1,0.915789477,4069.69
1952,95,20.02105264,3907.894735,1.159747369,1,500,500,575,0.000000027,0.1,0.915789477,4191.73
1288,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000006,0.065894737,1.070526318,1084.695
1289,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000007,0.065894737,1.070526318,1272.758
1290,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000008,0.065894737,1.070526318,1452.818
1291,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000009,0.065894737,1.070526318,1622.874
1292,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.00000001,0.065894737,1.070526318,1794.932
1293,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000011,0.065894737,1.070526318,1962.988
1294,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000012,0.065894737,1.070526318,2129.043
1295,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000013,0.065894737,1.070526318,2349.116
1296,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000014,0.065894737,1.070526318,2483.161
1297,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000015,0.065894737,1.070526318,2615.205
1298,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000016,0.065894737,1.070526318,2743.248
1299,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000017,0.065894737,1.070526318,2975.325
1300,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000018,0.065894737,1.070526318,3133.378
1301,65,20.06315788,3604.105263,1.163006316,1,500,500,575,1.85E-08,0.065894737,1.070526318,3207.402
1302,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000019,0.065894737,1.070526318,3289.43
1303,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.00000002,0.065894737,1.070526318,3269.423
1304,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000021,0.065894737,1.070526318,3591.531
1305,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000022,0.065894737,1.070526318,3483.495
1306,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000023,0.065894737,1.070526318,3643.548
1307,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000024,0.065894737,1.070526318,4013.671
1308,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000025,0.065894737,1.070526318,4149.717
1309,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000026,0.065894737,1.070526318,4271.757
1310,65,20.06315788,3604.105263,1.163006316,1,500,500,575,0.000000027,0.065894737,1.070526318,4393.798
62,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000008,0.061473684,0.606315788,1096.548
63,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000009,0.061473684,0.606315788,1224.612
64,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.00000001,0.061473684,0.606315788,1350.675
65,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000011,0.061473684,0.606315788,1476.738
66,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000012,0.061473684,0.606315788,1602.801
67,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000013,0.061473684,0.606315788,1732.866
68,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000014,0.061473684,0.606315788,1886.943
69,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000015,0.061473684,0.606315788,2011.005
70,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000016,0.061473684,0.606315788,2131.065
71,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000017,0.061473684,0.606315788,2245.123
72,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000018,0.061473684,0.606315788,2319.16
73,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000019,0.061473684,0.606315788,2441.221
74,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.00000002,0.061473684,0.606315788,2537.269
75,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000021,0.061473684,0.606315788,2637.319
76,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000022,0.061473684,0.606315788,2841.421
77,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000023,0.061473684,0.606315788,2953.477
78,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000024,0.061473684,0.606315788,3065.533
79,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000025,0.061473684,0.606315788,3177.589
80,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000026,0.061473684,0.606315788,3281.641
81,4,20.10526316,3719.052632,1.124985263,1,500,500,575,0.000000027,0.061473684,0.606315788,3381.691
419,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000007,0.050105263,0.724210523,1074.692
420,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000008,0.050105263,0.724210523,1224.742
421,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000009,0.050105263,0.724210523,1370.79
422,22,20.14736844,3990,1.189077894,1,500,500,575,0.00000001,0.050105263,0.724210523,1518.84
423,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000011,0.050105263,0.724210523,1664.888
424,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000012,0.050105263,0.724210523,1810.937
425,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000013,0.050105263,0.724210523,1948.983
426,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000014,0.050105263,0.724210523,2085.028
427,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000015,0.050105263,0.724210523,2213.071
428,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000016,0.050105263,0.724210523,2411.137
429,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000017,0.050105263,0.724210523,2515.172
430,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000018,0.050105263,0.724210523,2613.204
431,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000019,0.050105263,0.724210523,2725.242
432,22,20.14736844,3990,1.189077894,1,500,500,575,0.00000002,0.050105263,0.724210523,2843.281
433,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000021,0.050105263,0.724210523,3045.348
434,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000022,0.050105263,0.724210523,3161.387
435,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000023,0.050105263,0.724210523,3275.425
436,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000024,0.050105263,0.724210523,3373.458
437,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000025,0.050105263,0.724210523,3487.496
438,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000026,0.050105263,0.724210523,3563.521
439,22,20.14736844,3990,1.189077894,1,500,500,575,0.000000027,0.050105263,0.724210523,3657.552
1694,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000007,0.091789473,0.775789477,1102.701
1695,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000008,0.091789473,0.775789477,1260.754
1696,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000009,0.091789473,0.775789477,1412.804
1697,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.00000001,0.091789473,0.775789477,1562.854
1698,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000011,0.091789473,0.775789477,1714.905
1699,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000012,0.091789473,0.775789477,1866.956
1700,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000013,0.091789473,0.775789477,2007.002
1701,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000014,0.091789473,0.775789477,2139.046
1702,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000015,0.091789473,0.775789477,2335.112
1703,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000016,0.091789473,0.775789477,2465.155
1704,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000017,0.091789473,0.775789477,2593.198
1705,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000018,0.091789473,0.775789477,2731.244
1706,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000019,0.091789473,0.775789477,2829.276
1707,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.00000002,0.091789473,0.775789477,2995.332
1708,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000021,0.091789473,0.775789477,3145.382
1709,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000022,0.091789473,0.775789477,3273.424
1710,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000023,0.091789473,0.775789477,3401.467
1711,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000024,0.091789473,0.775789477,3517.506
1712,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000025,0.091789473,0.775789477,3647.549
1713,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000026,0.091789473,0.775789477,3765.588
1714,84,20.18947368,3838.105265,1.117381052,1,500,500,575,0.000000027,0.091789473,0.775789477,3879.626
1265,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000006,0.067157895,0.967368424,1050.684
1266,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000007,0.067157895,0.967368424,1224.742
1267,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000008,0.067157895,0.967368424,1398.8
1268,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000009,0.067157895,0.967368424,1564.855
1269,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.00000001,0.067157895,0.967368424,1730.91
1270,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000011,0.067157895,0.967368424,1900.967
1271,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000012,0.067157895,0.967368424,2057.019
1272,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000013,0.067157895,0.967368424,2207.069
1273,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000014,0.067157895,0.967368424,2357.119
1274,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000015,0.067157895,0.967368424,2503.168
1275,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000016,0.067157895,0.967368424,2711.237
1276,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000017,0.067157895,0.967368424,2829.276
1277,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000018,0.067157895,0.967368424,2951.317
1278,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000019,0.067157895,0.967368424,3065.355
1279,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.00000002,0.067157895,0.967368424,3193.398
1280,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000021,0.067157895,0.967368424,3343.448
1281,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000022,0.067157895,0.967368424,3547.516
1282,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000023,0.067157895,0.967368424,3701.567
1283,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000024,0.067157895,0.967368424,3831.611
1284,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000025,0.067157895,0.967368424,3961.654
1285,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000026,0.067157895,0.967368424,4095.698
1286,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000027,0.067157895,0.967368424,4223.741
1287,64,20.23157896,3747.789474,1.164092631,1,500,500,575,0.000000027,0.067157895,0.967368424,4223.741
221,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000008,0.041894737,0.547368424,1052.526
222,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000009,0.041894737,0.547368424,1174.587
223,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.00000001,0.041894737,0.547368424,1300.65
224,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000011,0.041894737,0.547368424,1426.713
225,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000012,0.041894737,0.547368424,1556.778
226,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000013,0.041894737,0.547368424,1682.841
227,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000014,0.041894737,0.547368424,1802.901
228,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000015,0.041894737,0.547368424,1904.953
229,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000016,0.041894737,0.547368424,2023.011
230,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000017,0.041894737,0.547368424,2133.066
231,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000018,0.041894737,0.547368424,2263.132
232,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000019,0.041894737,0.547368424,2321.161
233,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.00000002,0.041894737,0.547368424,2545.273
234,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000021,0.041894737,0.547368424,2653.327
235,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000022,0.041894737,0.547368424,2757.379
236,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000023,0.041894737,0.547368424,2863.432
237,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000024,0.041894737,0.547368424,2965.483
238,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000025,0.041894737,0.547368424,3063.532
239,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000026,0.041894737,0.547368424,3161.581
240,12,20.2736842,3866.842107,1.106517895,1,500,500,575,0.000000027,0.041894737,0.547368424,3239.62
655,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000007,0.098105263,0.643157894,1022.511
656,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000008,0.098105263,0.643157894,1158.579
657,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000009,0.098105263,0.643157894,1298.649
658,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.00000001,0.098105263,0.643157894,1434.717
659,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000011,0.098105263,0.643157894,1572.786
660,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000012,0.098105263,0.643157894,1712.856
661,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000013,0.098105263,0.643157894,1856.928
662,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000014,0.098105263,0.643157894,1972.986
663,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000015,0.098105263,0.643157894,2097.049
664,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000016,0.098105263,0.643157894,2217.109
665,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000017,0.098105263,0.643157894,2379.19
666,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000018,0.098105263,0.643157894,2501.25
667,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000019,0.098105263,0.643157894,2627.314
668,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.00000002,0.098105263,0.643157894,2755.378
669,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000021,0.098105263,0.643157894,2875.438
670,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000022,0.098105263,0.643157894,2995.498
671,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000023,0.098105263,0.643157894,3105.553
672,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000024,0.098105263,0.643157894,3217.609
673,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000025,0.098105263,0.643157894,3331.666
674,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000026,0.098105263,0.643157894,3437.719
675,34,20.31578948,3924.315791,1.143452631,1,500,500,575,0.000000027,0.098105263,0.643157894,3559.78
183,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.00000001,0.069052632,0.407368421,1088.544
184,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000011,0.069052632,0.407368421,1190.595
185,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000012,0.069052632,0.407368421,1288.644
186,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000013,0.069052632,0.407368421,1382.691
187,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000014,0.069052632,0.407368421,1476.738
188,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000015,0.069052632,0.407368421,1576.788
189,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000016,0.069052632,0.407368421,1678.839
190,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000017,0.069052632,0.407368421,1778.889
191,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000018,0.069052632,0.407368421,1876.938
192,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000019,0.069052632,0.407368421,1970.985
193,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.00000002,0.069052632,0.407368421,2061.031
194,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000021,0.069052632,0.407368421,2149.074
195,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000022,0.069052632,0.407368421,2235.118
196,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000023,0.069052632,0.407368421,2317.159
197,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000024,0.069052632,0.407368421,2403.202
198,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000025,0.069052632,0.407368421,2487.244
199,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000026,0.069052632,0.407368421,2571.286
200,10,20.35789472,3862.736842,1.12064,1,500,500,575,0.000000027,0.069052632,0.407368421,2651.326
1012,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000007,0.050736842,0.805263159,1082.694
1013,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000008,0.050736842,0.805263159,1236.746
1014,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000009,0.050736842,0.805263159,1386.796
1015,52,20.4,3620.526316,1.146711579,1,500,500,575,0.00000001,0.050736842,0.805263159,1532.844
1016,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000011,0.050736842,0.805263159,1682.894
1017,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000012,0.050736842,0.805263159,1830.944
1018,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000013,0.050736842,0.805263159,1972.991
1019,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000014,0.050736842,0.805263159,2113.038
1020,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000015,0.050736842,0.805263159,2303.101
1021,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000016,0.050736842,0.805263159,2431.144
1022,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000017,0.050736842,0.805263159,2537.179
1023,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000018,0.050736842,0.805263159,2635.212
1024,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000019,0.050736842,0.805263159,2735.245
1025,52,20.4,3620.526316,1.146711579,1,500,500,575,0.00000002,0.050736842,0.805263159,2939.313
1026,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000021,0.050736842,0.805263159,3063.354
1027,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000022,0.050736842,0.805263159,3179.393
1028,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000023,0.050736842,0.805263159,3295.432
1029,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000024,0.050736842,0.805263159,3397.466
1030,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000025,0.050736842,0.805263159,3487.496
1031,52,20.4,3620.526316,1.146711579,1,500,500,575,0.000000026,0.050736842,0.805263159,3585.529
