LaserEnergy,GasPressure,AspectRatio,NozzleLength,TaperLength,TubeDiameter,ObsTime,ShockLocation
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,8.50E-09,1078.539
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,9.00E-09,1134.567
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,9.51E-09,1194.597
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.00E-08,1250.625
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.05E-08,1306.653
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.07E-08,1322.661
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.10E-08,1362.681
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.15E-08,1416.708
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.20E-08,1468.734
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.25E-08,1522.761
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.30E-08,1578.789
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.35E-08,1630.815
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.40E-08,1684.842
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.45E-08,1736.868
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.50E-08,1786.893
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.55E-08,1838.919
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.60E-08,1890.945
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.65E-08,1944.973
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.70E-08,1994.998
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.75E-08,2047.024
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.80E-08,2099.05
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.85E-08,2149.074
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.90E-08,2199.1
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,1.95E-08,2251.125
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.10E-08,2401.201
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.15E-08,2447.224
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.20E-08,2493.247
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.25E-08,2539.27
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.30E-08,2585.293
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.34E-08,2615.308
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.35E-08,2629.315
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.40E-08,2673.337
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.45E-08,2719.36
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.50E-08,2763.382
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.55E-08,2807.404
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.60E-08,2853.427
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.65E-08,2895.448
2156.400001,1.199428571,1.34920635,558.730158,470.1587304,985.7142833,2.70E-08,2937.469
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,8.00E-09,1008.504
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,8.50E-09,1064.532
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,9.00E-09,1120.56
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,9.50E-09,1176.588
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.00E-08,1232.616
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.05E-08,1288.644
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.10E-08,1340.67
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.15E-08,1394.697
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.20E-08,1448.724
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.25E-08,1498.749
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.30E-08,1552.776
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.35E-08,1604.802
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.40E-08,1654.827
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.45E-08,1706.853
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.50E-08,1756.878
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.55E-08,1804.902
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.60E-08,1854.927
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.65E-08,1902.951
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.70E-08,1950.975
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.75E-08,1999
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.80E-08,2047.024
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.85E-08,2093.047
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.90E-08,2139.07
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,1.95E-08,2191.095
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.00E-08,2231.115
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.05E-08,2277.139
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.15E-08,2377.188
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.20E-08,2421.211
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.25E-08,2465.233
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.30E-08,2509.255
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.35E-08,2551.276
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.40E-08,2593.297
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.45E-08,2637.319
2186.615874,1.402095235,1.3015873,469.84127,517.1428568,1076.984125,2.50E-08,2679.34
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,8.51E-09,1120.56
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,9.00E-09,1180.59
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,9.50E-09,1242.621
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.00E-08,1300.65
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.05E-08,1358.679
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.10E-08,1418.709
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.15E-08,1478.739
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.20E-08,1536.768
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.25E-08,1596.798
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.30E-08,1656.828
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.35E-08,1716.858
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.40E-08,1776.888
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.45E-08,1836.918
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.50E-08,1896.948
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.55E-08,1956.979
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.60E-08,2015.007
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.65E-08,2075.038
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.70E-08,2133.066
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.75E-08,2191.095
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.80E-08,2249.125
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.90E-08,2373.187
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,1.95E-08,2427.214
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.00E-08,2481.241
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.05E-08,2535.268
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.10E-08,2589.295
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.15E-08,2641.321
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.20E-08,2693.347
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.25E-08,2745.373
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.30E-08,2797.399
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.35E-08,2847.424
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.40E-08,2897.449
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.45E-08,2947.474
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.50E-08,2997.499
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.55E-08,3045.523
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.60E-08,3095.548
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.65E-08,3147.574
2216.831746,0.98711111,1,555.555556,505.7142856,739.2857168,2.70E-08,3197.599
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,8.00E-09,1048.524
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,8.50E-09,1110.555
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,9.00E-09,1170.585
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,9.50E-09,1230.615
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.00E-08,1290.645
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.05E-08,1348.674
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.10E-08,1410.705
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.15E-08,1468.734
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.20E-08,1528.764
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.25E-08,1590.795
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.30E-08,1652.826
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.35E-08,1714.857
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.40E-08,1778.889
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.45E-08,1838.919
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.50E-08,1900.95
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.55E-08,1962.981
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.60E-08,2021.01
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.65E-08,2079.04
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.70E-08,2137.069
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.75E-08,2193.096
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.80E-08,2245.123
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.85E-08,2195.098
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.90E-08,2255.127
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,1.95E-08,2413.207
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.00E-08,2465.233
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.05E-08,2515.258
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.10E-08,2565.283
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.15E-08,2611.306
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.20E-08,2659.33
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.25E-08,2707.354
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.30E-08,2753.377
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.35E-08,2797.399
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.40E-08,2841.421
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.45E-08,2887.444
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.50E-08,2929.465
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.55E-08,2973.487
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.60E-08,3015.508
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.65E-08,3059.53
2247.047619,1.141523812,1.57142857,425.396826,524.7619048,830.555553,2.70E-08,3109.555
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,9.00E-09,1162.581
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,9.50E-09,1218.609
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.00E-08,1276.638
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.05E-08,1332.666
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.10E-08,1390.695
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.15E-08,1444.722
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.20E-08,1500.75
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.25E-08,1554.777
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.30E-08,1608.804
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.35E-08,1664.832
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.40E-08,1718.859
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.45E-08,1774.887
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.50E-08,1830.915
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.55E-08,1886.943
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.60E-08,1944.973
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.65E-08,2001
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.70E-08,2055.028
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.75E-08,2111.055
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.80E-08,2165.083
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,1.85E-08,2223.112
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.00E-08,2385.193
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.05E-08,2435.218
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.10E-08,2483.242
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.15E-08,2531.266
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.20E-08,2579.29
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.25E-08,2627.314
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.30E-08,2675.338
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.35E-08,2719.36
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.40E-08,2765.383
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.45E-08,2811.406
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.50E-08,2855.428
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.55E-08,2903.452
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.60E-08,2945.473
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.65E-08,2989.495
2277.26349,1.286285712,1.20634921,600,529.8412696,857.9365068,2.70E-08,3033.517
2307.479364,0.948507937,1.174603171,428.571428,504.4444448,757.539684,7.50E-09,1022.511
2307.479364,0.948507937,1.174603171,428.571428,504.4444448,757.539684,8.00E-09,1086.543
