week N P K Na Ca Mg Nx y1 y2 y3 y4 y5 y6 y7 y8 y9 y10
37 2 10 2 25 40 10 5 12.4601618084702 13.1063168259248 12.559544188938 13.005683189435 13.7751991088061 NA NA NA NA NA
37 20 10 2 25 40 10 10 13.113760644933 12.5205532499255 13.0670829307894 12.6784669232329 12.8399617929538 NA NA NA NA NA
37 2 20 2 25 40 10 15 12.3452173984307 12.4809184155353 12.099019645403 12.7197648784348 12.2668533679498 NA NA NA NA NA
37 2 10 5 25 40 10 20 14.9196144772496 14.3160445049609 14.2295657369868 14.8710195130311 15.4954048731291 NA NA NA NA NA
37 20 20 2 25 40 10 25 11.4498869032008 11.7405582061191 11.2753922717234 12.0602540425626 11.4960895036637 NA NA NA NA NA
37 2 20 5 25 40 10 30 13.0874027080677 13.9936999896515 13.6715483584099 14.1849796309616 13.5763602257333 NA NA NA NA NA
37 20 20 5 25 40 10 35 13.0671834745532 12.635955162735 13.0062198599611 12.7214823289466 12.8016930136852 NA NA NA NA NA
38 11 15 3.5 3.49553019041196 37.1931473972897 4.23942485707812 30.9369068220258 11.7856054109211 11.8441919209172 11.0847451183243 11.6423412954868 11.6110795567012 NA NA NA NA NA
38 6.93796740732691 11.3066147762606 5 23.7687838972003 22.7929115404064 0.774920266121626 21.2551069224719 12.8496751566913 13.6385202868845 14.0009055926251 14.5573858609833 14.3626075495489 NA NA NA NA NA
38 2.87593481465382 7.61322955252124 6.5 8.91694756768023 4.02228902094066 9.4977774991033 16.4093375240918 15.6995562045242 15.8788548574643 16.2487021123339 16.046678243661 16.1768802191074 NA NA NA NA NA
38 10.1633926243737 13.4487767269198 4.10421377985025 16.3229215308093 13.5667771458005 6.26682144822553 13.9789589017164 15.4008068513602 15.3358939953596 14.7841164935811 15.4285617619858 14.6346064111561 NA NA NA NA NA
38 9.87937095473631 11.642101546598 4.77667905293211 19.6241515135625 33.1326698698103 8.18071037298068 29.1870284429751 14.6449525781702 15.4543188392706 15.1364123598001 15.0383913007971 15.1703615402344 NA NA NA NA NA
38 10.3400835836531 9.41662898807944 5.54112993854855 4.25414832619329 7.97720602868746 2.68801434198394 9.52312065870501 15.5800189636262 15.5106167965089 15.7700928414603 15.3877461335847 16.044742819439 NA NA NA NA NA
39 19.1049836273305 15.3068584045406 4.41132528858725 15.9736664734643 38.0972132455487 6.22859249338351 20.5143329198472 13.0443032143247 13.6002621848661 13.2955820706719 12.9181549350243 NA NA NA NA NA NA
39 17.6419760959689 15.1625702121899 5.5150882936432 24.8428441054335 25.3934100075688 5.92379435752091 34.8596507171169 14.4001443894011 14.9604663286334 NA NA NA NA NA NA NA NA
39 11.2364358718041 19.2595643420688 6.29115733405342 15.4121679115021 36.2149644002388 8.73863335495978 31.2693653185852 13.2683191154748 14.2890682201774 NA NA NA NA NA NA NA NA
39 14.9147678846493 19.713073480795 4.60459712770535 24.4241112106906 22.2659641299409 7.90252078106308 20.0688670191448 13.9370971952164 13.0121217358387 NA NA NA NA NA NA NA NA
40 0.45538346003741 10.3930630562827 6.40636878078803 7.06041375582572 38.9485278697684 4.77895756880753 33.0779406439979 12.8526047457832 12.8334053667432 NA NA NA NA NA NA NA NA
40 0.777209430001676 10.8057094109245 5.29369107399834 3.14810331678018 38.4346136990935 3.58438684861176 14.3681320183678 13.0874717295833 13.0509549907388 NA NA NA NA NA NA NA NA
40 18.4261932265945 18.9553579851054 0.000259108317550272 8.30327121715527 38.7668748274446 4.99610720784403 13.663554709754 7.79469558310385 8.12438027700569 NA NA NA NA NA NA NA NA
