week N P K Na Ca Mg Nx y1 y2 y3 y4 y5 y6 y7 y8 y9 y10
37 2 10 2 25 40 10 5 13.0512396773086 13.3485944014511 12.7191812257201 13.7261639063681 12.9252780273769 NA NA NA NA NA
37 20 10 2 25 40 10 10 13.4346762080215 12.9297652654679 12.2613813083092 13.0811050442823 12.5850951458063 NA NA NA NA NA
37 2 20 2 25 40 10 15 12.5745222103506 12.5691908302204 11.5652161726744 12.1338478946241 11.603688568585 NA NA NA NA NA
37 2 10 5 25 40 10 20 14.9909409713886 14.3186567134765 14.5203229376701 15.0371365288824 14.1349645052045 NA NA NA NA NA
37 20 20 2 25 40 10 25 12.4902333728998 10.9850105704913 10.8951984986048 11.5077026383962 11.3035002302946 NA NA NA NA NA
37 2 20 5 25 40 10 30 13.7744937769351 14.2781416473187 14.0803069778815 14.189797320274 12.7548176274689 NA NA NA NA NA
37 20 20 5 25 40 10 35 13.1730101844856 12.9595889778829 13.2542067083396 12.5510016092139 13.2179034513606 NA NA NA NA NA
39 2 10 2 25 40 10 35 13.174386062929 13.4110343214724 13.523486492914 12.8509891420137 12.9842526860031 NA NA NA NA NA
39 20 20 2 25 40 10 10 11.6390116372294 11.3364553276352 12.1980518039672 11.6823073958956 11.0898408708655 NA NA NA NA NA
39 20 10 5 25 40 10 15 14.0953243118026 14.9851634164002 14.5436828927442 14.6285539225071 15.491965029409 14.8088310948709 14.3770105609979 14.4926125958781 14.4946170375104 14.4307265637438
39 2 20 5 25 40 10 5 14.651913160992 13.9687792264538 13.5369586925809 13.6525607274611 13.6545651690934 NA NA NA NA NA
39 9.7517 11.4125 5 25 40 10 20 14.8781353886421 14.6375547526231 14.8092347277507 14.6772013361619 14.4709353329356 15.5533183915606 15.6381804557718 14.9487176477445 15.5969858500478 14.5781747866553
40 10.8686 7.6105 6.5 25 40 10 20 15.8072638327208 15.9792459268945 16.3972545282058 15.9476471962738 15.879648095574 15.4034128372695 15.4040157730232 15.5981710473377 15.4508923944749 15.5369502408611
40 15.4919 2.584 8 25 40 10 20 16.0973995158662 15.5993712638902 16.1453560839304 15.4036196682435 15.8027114370648 15.07236157495 14.7308350013245 15.6891657510778 15.9235952572757 16.656550192595
41 13 7.5 6.75 27.5 30 12 12.5 15.87715889737 15.9584063020186 16.4705888715682 NA NA NA NA NA NA NA
41 13 3.5 7.75 17.5 45 6 25 15.2064230625284 15.087690950498 15.1963738283639 NA NA NA NA NA NA NA
41 11.5 5.5 7.75 17.5 45 12 12.5 16.1439829973259 16.0164538396916 15.942255620743 NA NA NA NA NA NA NA
41 14.5 5.5 6.75 27.5 30 6 25 16.2525630106334 16.742952017012 16.0839601021711 NA NA NA NA NA NA NA
41 14.5 5.5 6.75 27.5 30 6 25 16.7866451804275 16.3960086039646 16.7112984866645 NA NA NA NA NA NA NA
41 14.5 3.5 7.25 27.5 45 12 25 16.0420801207182 15.6104850683125 15.369293224583 NA NA NA NA NA NA NA
41 11.5 7.5 7.25 17.5 30 6 12.5 15.2287334122159 15.8104566601008 15.0332010984738 NA NA NA NA NA NA NA
41 14.5 3.5 6.75 22.5 45 6 12.5 15.3614266290177 15.2969597627473 15.6770697688864 NA NA NA NA NA NA NA
41 11.5 7.5 7.75 22.5 30 12 25 16.6242171219242 16.7768360471127 16.1074981831041 NA NA NA NA NA NA NA
41 11.5 3.5 7.75 27.5 37.5 6 12.5 16.1558590335252 15.2683271681117 15.9143570738047 NA NA NA NA NA NA NA
41 14.5 7.5 6.75 17.5 37.5 12 25 15.766350756544 16.0297210649737 15.4039766521749 NA NA NA NA NA NA NA
43 11.5 7.5 6.75 27.5 45 9 25 15.3441877932069 15.8929917630212 15.3765983180022 NA NA NA NA NA NA NA
43 14.5 3.5 7.75 17.5 30 9 12.5 16.2331817032319 15.5991239367502 16.2508135599165 NA NA NA NA NA NA NA
43 14.5 7.5 7.75 27.5 45 6 18.75 15.6033812210124 15.2801285598139 15.459715076135 NA NA NA NA NA NA NA
43 11.5 3.5 6.75 17.5 30 12 18.75 15.8899976083211 16.1216667128289 16.172527010642 NA NA NA NA NA NA NA
43 13 5.5 7.25 22.5 37.5 9 18.75 15.7969711188533 16.1618575705635 15.7729876947683 NA NA NA NA NA NA NA
